,PMID/PMCID,Publisher,Journal title,Article title,Cost
187,3566971,BioMed Central,bmc medicine,Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences,1794.0
188,3726342,BioMed Central,bmc microbiology,Sub-inhibitory concentrations of some antibiotics drive diversification of Pseudomonas aeruginosa populations in artificial sputum medium,1375.8
189,3640928,BioMed Central,bmc molecular biology,Multiple tandem splicing silencer elements suppress aberrant splicing within  the long exon 26 of the human Apolipoprotein B gene,1536.0
190,3534503,BioMed Central,bmc neurology,Risk of fractures in patients with multiple sclerosis: record-linkage study,1476.0
191,3579723,BioMed Central,bmc neuroscience,Steerable-filter based quantification of axonal populations at the developing optic chiasm reveal significant defects in Slit2(-/-) as well as Slit1(-/-)Slit2(-/-) embryos.,1314.6
192,3537519,BioMed central,bmc psychiatry,Rates of undiagnosed attention deficit hyperactivity disorder in London drug and alcohol detoxification units,1180.8
193,3637822,Biomed Central,bmc psychiatry,"Detecting depression among adolescents in Santiago, Chile: sex differences",1650.51
194,3637551,BioMed Central,bmc public health,Social acceptability and perceived impact of a community-led cash transfer programme in Zimbabwe,1314.6
195,3637528,BioMed Central,bmc public health,The role of community conversations in facilitating local HIV competence: Case study from rural Zimbabwe,1536.0
196,3751660,BioMed Central,bmc public health,Implementation of an educational intervention to improve hand washing in primary schools: process evaluation within a randomised controlled trial,437.0
197,3766112,Biomed Central,bmc research notes,"Prevalence of schistosome antibodies and hepatosplenic signs and symptoms among patients from Kaoma, Western Province, Zambia",729.3
198,3528429,Biomed Central,bmc veterinary research,"Prevalence of porcine cysticercosis and associated risk factors in Homa Bay District, Kenya",1230.0
199,3685541,Biomed Central,bms genomics,The significance of alternative transcripts for Caenerhabditis elegans transcription factor genes based on expression pattern analysis,1608.0
200,3460760,BioMed Central,clinical proteomics,Detection of BK virus in urine from renal transplant subjects by mass spectrometry,1242.0
201,3750810,BioMed Central,evodevo,Early embryonic determination of the sexual dimorphism in segment number in geophilomorph centipedes,1564.5
202,23889909,BioMed Central,genome biology,"The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation",1788.9
203,3439969,BioMed Central,genome biology,The fine-scale architecture of structural variants in 17 mouse genomes.,1950.0
204,3580495,BioMed Central,genome biology,The multidrug-resistant PMEN1 pneeumococcus is a paradigm for genetic success,2010.0
205,3706778,BioMed Central,genome medicine,Identification and Functional Validation of HPV-mediated Hypermethylation in Head and Neck Squamous Cell Carcinoma,2010.0
206,3751770,BioMed Central,international journal for equity in health,Socio-economic position and childhood multimorbidity: a study using linkage between the Avon Longitudinal Study of Parents and Children and the General Practice Research Database,1398.0
207,3672092,BioMed Central,international journal of behavioral nutrition and physical activity,Do predictors of change differ for moderate and vigorous intensity physical activity and for weekdays and weekends? A longitudinal analysis,719.97
208,3765385,Biomed Central,international journal of behavioural nutrition and physical activity,Developing and testing a street audit tool using Google Street View to measure environmental supportiveness for physical activity,1315.8
209,23327189/3566929,BioMed Central,international journal of health geographics,Comparing the accuracy of two secondary food environment data sources in the UK across socio-economic and urban/rural divides,867.38
210,3505738,BioMed Central,journal of cheminformatics,USRCAT: Ultrafast Shape Recognition with pharmacophoric constraints,882.12
211,3520704,Biomed Central,journal of neuroinflammation,TLR-4 ligation of dendritic cells is sufficient to drive pathogenic T cell function in experimental autoimmune encephalomyelitis,1295.4
212,3598237,BioMed Central,lipids in health and disease,Evaluation of seven common lipid associated loci in a large indian sib pair study,1156.5
213,3655824,BioMed Central,malaria journal,Artemisinin resistance in rodent malaria - mutation in the AP2 adaptor u-chain suggest involvment of endocytos is and membrane protein trafficking,1268.7
214,3639825,BioMed Central,malaria journal,Urbanization and the global malaria recession,1309.5
215,3444429,BioMed central,malaria journal,Funding for Malaria control 2006-2010: A comprehensive global assessment,1632.0
216,3765893,BioMed Central,molecular brain,Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans,1162.8
217,3723448,BioMed Central,molecular brain,Weaker control of the electrical properties of cerebellar granule cells by tonically active GABAA receptors in the Ts65Dn mouse model on Down's syndrome,1428.0
218,3545919,BioMed Central,molecular pain,Galanin-expression and galanin-dependent sensory neurons are not required for itch,1830.0
219,3546020,BioMed Central,nutrition journal,Nutritional status of young children in Mumbai slums: a follow-up anthropometric study,1680.0
220,3659006,Biomed Central,orphanet journal of rare diseases,Brittle cornea syndrome: Recognition molecular diagnosis and management,1340.1
221,3727979,BioMed Central,parasites and vectors,Stability and change in the distribution of cytospecies of the Simulium damnosum complex (Diptera: Simuliidae) over forty years from 1971 to 2011 in southern Ghana from 1971 to 2011,1173.0
222,3665474,BioMed Central,public health,Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of resilience,384.0
223,3570335,BioMed Central,respiratory research,Can spirometric norms be set using pre- or post- bronchodilator test results in older people?,1524.9
224,3726453,BioMed Central,respiratory research,Neutrophil adhesion molecules in experimental rhinovirus infection in COPD,1902.0
225,3190389,BioMed Central,virology journal,Label-free quantitative proteomics reveals regulation of interferon-induced protein with tetratricopeptide repeats 3 (IFIT3) and 5'-3'-exoribonuclease 2 (XRN2) during respiratory syncytial virus infection.,1242.0
226,3681581,BioMed Central ,bmc genomics,Transcriptional adaptation of pneumococci and human pharyngeal cells in the presence of a virus infection.,608.52
227,3708772,BioMed Central ,bmc genomics.,"Phenotypic, genomic, and transcriptional characterization of Streptococcus pneumonia interacting with human pharyngeal cells.",999999.0
228,3639180,BioMed Central ,bmc infectious diseases,The receptive versus current risks of Plasmodium falciparum transmission in Northern Namibia: implications for elimination.,1280.0
229,3721994,BioMed Central ,hum resour health,Absenteeism amongst health workers - developing a typology to support empiric work in low-income countries and characterizing reported associations.,1525.0
230,3620707,BioMed Central ,implement sci.,"Designing a theory-informed, contextually appropriate intervention strategy to improve delivery of pediatric services in Kenyan hospitals.",1345.0
231,3544599,BioMed Central ,malaria journal,Shifts in malaria vector species composition and transmission dynamics along the Kenyan coast over the past 20 years,1235.0
232,3614520,BioMed Central ,malaria journal,"The effect of an anti-malarial subsidy programme on the quality of service provision of artemisinin-based combination therapy in Kenya: a cluster-randomized, controlled trial.",1235.0
233,3652741,BioMed Central ,parasit vectors.,"The role of Anopheles arabiensis and Anopheles constant in indoor and outdoor malaria transmission in Taveta District, Kenya",1200.0
234,3577477,BioMed Central ,respiratory research,Sputum mediator profiling and relationship to airway wall geometry imaging in severe asthma,1854.0
235,3765690,BioMed Central Limited,aids research and therapy,Collective Patient behaviours derailing ART rool-out in KwaZulu-Natal: Perspectives of Health Care Providers,1240.0
236,3599138,BioMed Central Limited,bmc pediatrics,A retrospective study of Human Immunodeficincy Virus transmission mortality and loss to follow-up among infants in the first 18 months of life in prevention of mother-t-child transmission programme in an urban hospital in KwaZulu-Natal South Africa,1280.0
237,3570447,BioMed Central Limited,bmc public health,Tuberculosis and poverty: the contribution of patients costs in sub-Saharan Africa - a systematic review,1280.0
238,3599138,BioMed Central Limited,bmc public health,Maternal HIV disclosure to HIV- uninfected children in rural South Africa: a pilot study of family-based intervention,1280.0
239,3651303,BioMed Central Limited,bmc public health,Older HIV-infected individuals present late and have a higher mortality: Brighton UK cohort study,1280.0
240,3529683,BioMed Central Limited,human resources for health,Human resources needs for universal access to antiretroviral therapy in South Africa: A time-motion study,1125.0
241,3750830,BioMed Central Limited,trials,Evualation of the impact of immediate versus WHO recommendations-guided ART initiation on HIV incidence. ,1165.0
242,3605375,BioMed Central Ltd,bmc infectious diseases,Endotoxaemia is common in children with Plasmodium falciparum malaria,1536.0
243,3716626,BioMed Central Ltd,veterinary research,Understanding foot-and-mouth disease virus transmission biology: identification of the indicators of infectiousness,9.93
244,3512037,Biophysical Society,biophysical journal,GABA binding to an insect GABA receptor: a molecular dynamics and mutagenesis study,675.29
245,3525841,Biophysical Society,biophysical journal,Single-molecule observation of the induction of k-turn RNA structure on binding L7Ae protein,683.96
246,23132696/3547489,BioScientifica,european journal of endocrinology,Novel H6PDH mutations in two girls with premature adrenarche,1200.0
247,3535885,BioScientifica,journal of endocrinology,Stress-dependent and gender-specific neuroregulatory roles of the apelin receptor in the hypothalamic-pituitary-adrenal axis response to acute stress,1200.0
248,3672996,BioScientifica,journal of molecular endocrinology,Stable conditional expression and effect of C/EBP?-LIP in adipocytes using the pSLIK system,1200.0
